1461, 125385.20967741935
1462, 157398.38709677418
1463, 189043.2142857143
1464, 189043.2142857143
1465, 195933.3818181818
1466, 189043.2142857143
1467, 168671.64102564103
1468, 168671.64102564103
1469, 195933.3818181818
1470, 125385.20967741935
1471, 195933.3818181818
1472, 86082.67647058824
1473, 86082.67647058824
1474, 145316.17647058822
1475, 125385.20967741935
1476, 353600.0
1477, 253470.0
1478, 265482.60869565216
1479, 300566.14285714284
1480, 443747.85714285716
1481, 353600.0
1482, 195933.3818181818
1483, 195933.3818181818
1484, 168671.64102564103
1485, 168671.64102564103
1486, 189043.2142857143
1487, 353600.0
1488, 217161.52
1489, 195933.3818181818
1490, 195933.3818181818
1491, 189043.2142857143
1492, 113685.54198473283
1493, 180689.5
1494, 309042.9285714286
1495, 268056.0
1496, 195933.3818181818
1497, 155490.0
1498, 168671.64102564103
1499, 168671.64102564103
1500, 168671.64102564103
1501, 155490.0
1502, 139750.0
1503, 195933.3818181818
1504, 222842.16279069768
1505, 217161.52
1506, 143092.85714285713
1507, 309042.9285714286
1508, 272661.1111111111
1509, 175276.4705882353
1510, 141190.2048192771
1511, 141190.2048192771
1512, 143092.85714285713
1513, 143092.85714285713
1514, 143092.85714285713
1515, 202914.2857142857
1516, 180689.5
1517, 141190.2048192771
1518, 143092.85714285713
1519, 195933.3818181818
1520, 141190.2048192771
1521, 141190.2048192771
1522, 143092.85714285713
1523, 113685.54198473283
1524, 141190.2048192771
1525, 113685.54198473283
1526, 113685.54198473283
1527, 113685.54198473283
1528, 113685.54198473283
1529, 141190.2048192771
1530, 157398.38709677418
1531, 127945.96428571429
1532, 113685.54198473283
1533, 157398.38709677418
1534, 113685.54198473283
1535, 143092.85714285713
1536, 115392.5
1537, 113685.54198473283
1538, 127945.96428571429
1539, 127945.96428571429
1540, 127945.96428571429
1541, 113685.54198473283
1542, 143092.85714285713
1543, 202914.2857142857
1544, 81690.0
1545, 86082.67647058824
1546, 113685.54198473283
1547, 113685.54198473283
1548, 113685.54198473283
1549, 86082.67647058824
1550, 143092.85714285713
1551, 115392.5
1552, 127945.96428571429
1553, 127945.96428571429
1554, 113685.54198473283
1555, 180689.5
1556, 113685.54198473283
1557, 115392.5
1558, 86082.67647058824
1559, 127945.96428571429
1560, 127945.96428571429
1561, 143092.85714285713
1562, 125385.20967741935
1563, 125385.20967741935
1564, 157398.38709677418
1565, 145316.17647058822
1566, 157398.38709677418
1567, 81690.0
1568, 272661.1111111111
1569, 180689.5
1570, 141190.2048192771
1571, 143092.85714285713
1572, 141190.2048192771
1573, 253470.0
1574, 157398.38709677418
